,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
425,426,60,2.0,60.0,3378,1.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,7,8,1946,1992,1.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,651,651,1.0,2.0,1.0,1.0,707,682,0,1389,0,0,1,1,3,1,2.0,6,1.0,2,3.0,2.0,1947.0,2.0,1,240,1.0,1.0,3.0,0,0,126,0,0,0,1.0,1.0,1.0,0,9,2009,1.0,1.0,135000
426,427,80,1.0,0.0,12800,1.0,1.0,1.0,3.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,6.0,7,5,1989,1989,1.0,1.0,3.0,6.0,1.0,145.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1518,1.0,0,0,1518,1.0,2.0,1.0,1.0,1644,0,0,1644,1,1,2,0,2,1,1.0,5,1.0,1,2.0,1.0,1989.0,3.0,2,569,1.0,1.0,1.0,80,0,0,0,396,0,1.0,1.0,1.0,0,8,2009,1.0,1.0,275000
427,428,20,1.0,77.0,8593,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,4,6,1957,1957,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,288,1.0,0,619,907,1.0,1.0,1.0,1.0,907,0,0,907,0,0,1,0,3,1,2.0,5,1.0,0,1.0,2.0,1964.0,2.0,1,352,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,7,2008,1.0,1.0,109008
428,429,20,1.0,64.0,6762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,5,2007,2007,1.0,1.0,1.0,1.0,1.0,108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,664,1.0,0,544,1208,1.0,1.0,1.0,1.0,1208,0,0,1208,1,0,2,0,2,1,1.0,6,1.0,0,1.0,1.0,2007.0,1.0,2,628,1.0,1.0,1.0,105,54,0,0,0,0,1.0,1.0,1.0,0,9,2007,2.0,3.0,195400
429,430,20,1.0,130.0,11457,1.0,1.0,2.0,1.0,1.0,3.0,1.0,17.0,1.0,1.0,1.0,2.0,6,5,1988,1988,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1005,1.0,0,387,1392,1.0,3.0,1.0,1.0,1412,0,0,1412,1,0,2,0,3,1,1.0,6,1.0,1,2.0,1.0,1988.0,2.0,2,576,1.0,1.0,1.0,0,0,169,0,0,0,1.0,1.0,1.0,0,3,2009,1.0,1.0,175000
430,431,160,2.0,21.0,1680,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,1.0,5.0,1.0,6,5,1971,1971,1.0,1.0,4.0,4.0,1.0,232.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,387,1.0,0,96,483,1.0,3.0,1.0,1.0,483,504,0,987,0,0,1,1,2,1,2.0,4,1.0,0,1.0,2.0,1971.0,2.0,1,264,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,7,2008,3.0,2.0,85400
431,432,50,2.0,60.0,5586,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,3.0,6,7,1920,1998,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,901,901,1.0,2.0,1.0,1.0,1088,110,0,1198,0,0,1,0,4,1,2.0,7,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,98,0,0,0,0,1.0,2.0,1.0,0,9,2008,4.0,2.0,79900
432,433,160,2.0,24.0,1920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,1.0,4.0,1.0,5,5,1971,1971,1.0,1.0,4.0,4.0,1.0,376.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,471,1.0,0,294,765,1.0,1.0,1.0,1.0,765,600,0,1365,1,0,1,1,2,1,2.0,6,2.0,0,1.0,2.0,1971.0,2.0,2,440,1.0,1.0,1.0,240,36,0,0,0,0,1.0,1.0,1.0,0,8,2007,1.0,1.0,122500
433,434,60,1.0,100.0,10839,1.0,1.0,2.0,1.0,1.0,3.0,1.0,18.0,1.0,1.0,1.0,1.0,6,5,1997,1998,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,926,926,1.0,1.0,1.0,1.0,926,678,0,1604,0,0,2,1,3,1,2.0,7,1.0,1,2.0,1.0,1997.0,3.0,2,470,1.0,1.0,1.0,0,36,0,0,0,0,1.0,1.0,1.0,0,7,2008,1.0,1.0,181000
434,435,180,2.0,21.0,1890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,5.0,5.0,4,7,1972,1972,1.0,1.0,7.0,7.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,495,1.0,0,135,630,1.0,2.0,1.0,1.0,630,0,0,630,1,0,1,0,1,1,2.0,3,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,88,0,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,81000
435,436,60,1.0,43.0,10667,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,7,6,1996,1996,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,385,4.0,344,70,799,1.0,1.0,1.0,1.0,827,834,0,1661,1,0,2,1,3,1,1.0,6,1.0,1,2.0,1.0,1996.0,1.0,2,550,1.0,1.0,1.0,158,61,0,0,0,0,1.0,1.0,1.0,0,4,2009,7.0,1.0,212000
436,437,50,2.0,40.0,4400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,6,8,1920,1950,1.0,1.0,10.0,9.0,2.0,0.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,0,1.0,0,648,648,1.0,3.0,1.0,3.0,734,384,0,1118,0,0,1,0,2,1,2.0,6,1.0,0,1.0,2.0,1990.0,2.0,2,440,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,10,2006,1.0,1.0,116000
437,438,45,2.0,50.0,6000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,4.0,6,7,1926,2004,1.0,1.0,3.0,6.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,884,884,1.0,2.0,1.0,1.0,904,0,0,904,0,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1926.0,2.0,1,180,1.0,1.0,1.0,0,0,105,0,0,0,1.0,1.0,1.0,0,1,2009,1.0,1.0,119000
438,439,30,1.0,40.0,4280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5,6,1913,2002,1.0,1.0,6.0,9.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,365,1.0,0,75,440,1.0,3.0,2.0,1.0,694,0,0,694,0,0,1,0,2,1,1.0,4,1.0,1,3.0,2.0,1990.0,2.0,1,352,3.0,1.0,3.0,0,0,34,0,0,0,1.0,2.0,1.0,0,3,2007,1.0,1.0,90350
439,440,50,1.0,67.0,12354,1.0,2.0,1.0,1.0,1.0,3.0,1.0,16.0,1.0,1.0,1.0,3.0,6,8,1920,2000,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,0,1.0,0,684,684,1.0,2.0,1.0,1.0,684,512,0,1196,0,0,1,0,3,1,1.0,7,1.0,0,1.0,2.0,2005.0,2.0,2,528,1.0,1.0,1.0,0,46,0,0,0,0,1.0,4.0,2.0,800,8,2009,5.0,1.0,110000
440,441,20,1.0,105.0,15431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,10,5,2008,2008,2.0,1.0,1.0,1.0,3.0,200.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1767,4.0,539,788,3094,1.0,1.0,1.0,1.0,2402,0,0,2402,1,0,2,0,2,1,3.0,10,1.0,2,3.0,1.0,2008.0,3.0,3,672,1.0,1.0,1.0,0,72,0,0,170,0,1.0,1.0,1.0,0,4,2009,1.0,1.0,555000
441,442,90,1.0,92.0,12108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,3.0,2.0,4,4,1955,1955,1.0,1.0,1.0,1.0,1.0,270.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,133,1.0,0,1307,1440,1.0,3.0,2.0,2.0,1440,0,0,1440,0,0,2,0,4,2,4.0,8,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,9,2008,1.0,1.0,118000
442,443,50,2.0,52.0,6240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,5,7,1930,1992,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,1078,1078,1.0,3.0,1.0,1.0,1128,445,0,1573,0,0,2,0,3,1,2.0,8,1.0,1,3.0,2.0,1930.0,2.0,2,360,1.0,1.0,3.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,162900
443,444,120,1.0,53.0,3922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,4.0,2.0,7,5,2006,2007,1.0,1.0,6.0,3.0,1.0,72.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,0,1.0,0,1258,1258,1.0,1.0,1.0,1.0,1258,0,0,1258,0,0,2,0,2,1,1.0,6,1.0,1,3.0,1.0,2007.0,3.0,3,648,1.0,1.0,1.0,144,16,0,0,0,0,1.0,1.0,1.0,0,6,2007,2.0,3.0,172500
444,445,60,1.0,70.0,8750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5,1994,1995,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,642,1.0,0,273,915,1.0,1.0,1.0,1.0,933,975,0,1908,1,0,2,1,4,1,1.0,8,1.0,1,2.0,1.0,1994.0,2.0,2,493,1.0,1.0,1.0,144,133,0,0,0,0,1.0,1.0,1.0,0,7,2008,1.0,1.0,210000
445,446,20,1.0,73.0,9855,1.0,1.0,1.0,1.0,1.0,3.0,1.0,16.0,1.0,1.0,1.0,2.0,6,5,1956,1956,2.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,1436,1436,1.0,4.0,1.0,1.0,1689,0,0,1689,0,0,1,0,3,1,2.0,7,1.0,1,3.0,1.0,1956.0,2.0,2,480,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,11,2009,3.0,1.0,127500
446,447,20,1.0,137.0,16492,1.0,1.0,2.0,1.0,1.0,3.0,1.0,12.0,8.0,1.0,1.0,2.0,6,6,1966,2002,1.0,1.0,5.0,5.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,247,5.0,713,557,1517,1.0,1.0,1.0,1.0,1888,0,0,1888,0,0,2,1,2,1,1.0,6,5.0,1,3.0,1.0,1966.0,3.0,2,578,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2010,1.0,1.0,190000
447,448,60,1.0,0.0,11214,1.0,1.0,2.0,1.0,1.0,3.0,1.0,18.0,1.0,1.0,1.0,1.0,7,5,1998,1999,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,930,930,1.0,2.0,1.0,1.0,956,930,0,1886,0,0,2,1,4,1,1.0,10,1.0,1,2.0,1.0,1998.0,3.0,2,431,1.0,1.0,1.0,89,0,0,0,0,0,1.0,1.0,1.0,0,7,2006,1.0,1.0,199900
448,449,50,2.0,50.0,8600,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,6,6,1937,1950,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,780,780,1.0,3.0,1.0,1.0,780,596,0,1376,0,0,2,0,3,1,2.0,7,1.0,1,3.0,2.0,1937.0,2.0,1,198,1.0,1.0,2.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2006,1.0,1.0,119500
449,450,50,2.0,50.0,6000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,3,7,1948,2002,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,331,1.0,0,318,649,1.0,1.0,1.0,1.0,679,504,0,1183,0,0,1,1,2,1,2.0,6,1.0,0,1.0,2.0,1981.0,2.0,1,308,1.0,1.0,1.0,0,176,0,0,0,0,1.0,1.0,1.0,0,6,2007,1.0,1.0,120000
450,451,30,2.0,70.0,5684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,6,8,1930,2005,2.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,813,813,1.0,1.0,1.0,3.0,813,0,0,813,0,0,1,0,2,1,1.0,5,1.0,0,1.0,2.0,1932.0,2.0,1,270,2.0,2.0,2.0,0,113,0,0,0,0,1.0,1.0,1.0,0,6,2006,1.0,1.0,110000
451,452,20,1.0,62.0,70761,1.0,1.0,2.0,3.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,2.0,7,5,1975,1975,1.0,2.0,8.0,5.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,655,1.0,0,878,1533,1.0,3.0,1.0,1.0,1533,0,0,1533,1,0,2,0,2,1,1.0,5,1.0,2,2.0,1.0,1975.0,2.0,2,576,1.0,1.0,1.0,200,54,0,0,0,0,1.0,1.0,1.0,0,12,2006,1.0,1.0,280000
452,453,60,1.0,0.0,9303,1.0,1.0,2.0,1.0,1.0,3.0,1.0,17.0,1.0,1.0,1.0,1.0,6,5,1996,1997,2.0,1.0,1.0,1.0,1.0,42.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,742,1.0,0,130,872,1.0,1.0,1.0,1.0,888,868,0,1756,1,0,2,1,3,1,2.0,7,1.0,0,1.0,1.0,1996.0,3.0,2,422,1.0,1.0,1.0,144,122,0,0,0,0,1.0,1.0,1.0,0,7,2007,1.0,1.0,204000
453,454,60,4.0,75.0,9000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,8,5,2008,2008,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,768,768,1.0,1.0,1.0,1.0,786,804,0,1590,0,0,2,1,3,1,1.0,6,1.0,0,1.0,1.0,2008.0,1.0,2,676,1.0,1.0,1.0,0,30,0,0,0,0,1.0,1.0,1.0,0,6,2009,1.0,1.0,210000
454,455,90,1.0,63.0,9297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,5,5,1976,1976,1.0,1.0,8.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1606,1.0,0,122,1728,1.0,3.0,1.0,1.0,1728,0,0,1728,2,0,2,0,4,2,2.0,8,1.0,0,1.0,2.0,1976.0,2.0,2,560,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,7,2006,1.0,6.0,188000
455,456,20,1.0,80.0,9600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,7,6,1973,1973,2.0,1.0,4.0,4.0,1.0,320.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,916,1.0,0,326,1242,1.0,4.0,1.0,1.0,1242,0,0,1242,0,0,1,1,3,1,2.0,6,1.0,1,2.0,1.0,1973.0,2.0,2,528,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,9,2007,1.0,1.0,175500
456,457,70,2.0,34.0,4571,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,5,5,1916,1950,1.0,1.0,9.0,10.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,624,624,1.0,4.0,2.0,1.0,624,720,0,1344,0,0,1,0,4,1,2.0,7,1.0,0,1.0,2.0,1916.0,2.0,3,513,2.0,2.0,1.0,0,0,96,0,0,0,1.0,1.0,1.0,0,5,2008,3.0,2.0,98000
457,458,20,1.0,0.0,53227,1.0,1.0,2.0,3.0,1.0,4.0,2.0,20.0,1.0,1.0,1.0,2.0,4,6,1954,1994,5.0,6.0,8.0,5.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1116,1.0,0,248,1364,1.0,1.0,1.0,1.0,1663,0,0,1663,1,0,1,0,2,1,1.0,6,2.0,2,3.0,1.0,1954.0,3.0,2,529,1.0,1.0,1.0,224,137,0,0,0,0,1.0,1.0,1.0,0,3,2008,1.0,1.0,256000
458,459,70,2.0,0.0,5100,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,8,7,1925,1996,2.0,1.0,10.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,588,588,1.0,4.0,1.0,1.0,833,833,0,1666,0,0,1,0,3,1,1.0,7,1.0,1,3.0,2.0,1925.0,2.0,1,228,1.0,1.0,1.0,192,63,0,0,0,0,1.0,2.0,1.0,0,6,2008,1.0,1.0,161000
459,460,50,1.0,0.0,7015,1.0,1.0,2.0,2.0,1.0,3.0,1.0,9.0,1.0,1.0,1.0,3.0,5,4,1950,1950,1.0,1.0,2.0,2.0,4.0,161.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,185,1.0,0,524,709,1.0,3.0,1.0,1.0,979,224,0,1203,1,0,1,0,3,1,1.0,5,1.0,1,2.0,2.0,1950.0,2.0,1,352,1.0,1.0,1.0,0,0,248,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0,110000
460,461,60,4.0,75.0,8004,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,8,5,2009,2009,1.0,1.0,1.0,1.0,3.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,544,1.0,0,288,832,1.0,1.0,1.0,1.0,832,1103,0,1935,1,0,2,1,3,1,2.0,8,1.0,0,1.0,3.0,2009.0,3.0,2,552,1.0,1.0,1.0,0,150,0,0,0,0,1.0,1.0,1.0,0,12,2009,2.0,3.0,263435
461,462,70,1.0,60.0,7200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,2.0,1.0,1.0,1.0,7,9,1936,2007,1.0,1.0,3.0,6.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,350,2.0,210,0,560,1.0,1.0,1.0,1.0,575,560,0,1135,1,0,1,0,3,1,1.0,6,1.0,0,1.0,2.0,1971.0,1.0,2,576,1.0,1.0,1.0,256,0,0,0,0,0,1.0,2.0,1.0,0,4,2009,1.0,1.0,155000
462,463,20,1.0,60.0,8281,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,5,5,1965,1965,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,553,2.0,311,0,864,1.0,2.0,1.0,1.0,864,0,0,864,0,0,1,0,3,1,2.0,5,1.0,1,6.0,2.0,1965.0,2.0,1,360,1.0,1.0,1.0,0,0,236,0,0,0,1.0,3.0,1.0,0,12,2009,1.0,1.0,62383
463,464,70,1.0,74.0,11988,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,6,7,1934,1995,2.0,1.0,10.0,9.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,326,1.0,0,389,715,1.0,4.0,1.0,3.0,849,811,0,1660,0,0,1,1,3,1,2.0,6,1.0,1,3.0,2.0,1939.0,2.0,1,240,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,8,2008,1.0,1.0,188700
464,465,20,1.0,60.0,8430,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5,5,1978,1978,1.0,1.0,4.0,4.0,1.0,136.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,616,1.0,0,424,1040,1.0,3.0,1.0,1.0,1040,0,0,1040,0,0,2,0,3,1,2.0,5,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,8,2009,1.0,1.0,124000
465,466,120,2.0,0.0,3072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,4.0,2.0,7,5,2004,2004,2.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,1375,1375,1.0,1.0,1.0,1.0,1414,0,0,1414,0,0,2,0,2,1,1.0,6,1.0,1,2.0,1.0,2004.0,3.0,2,398,1.0,1.0,1.0,144,20,0,0,0,0,1.0,1.0,1.0,0,5,2006,1.0,1.0,178740
466,467,20,1.0,85.0,10628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,7,5,1970,1970,5.0,6.0,8.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,778,1.0,0,499,1277,1.0,3.0,1.0,1.0,1277,0,0,1277,1,0,1,0,2,1,2.0,5,1.0,1,6.0,1.0,1970.0,2.0,2,526,1.0,1.0,1.0,0,0,0,0,176,0,1.0,3.0,1.0,0,4,2007,1.0,1.0,167000
467,468,70,1.0,79.0,9480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,5,7,1942,1995,1.0,1.0,2.0,2.0,3.0,224.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,386,1.0,0,342,728,1.0,1.0,1.0,1.0,888,756,0,1644,0,0,1,1,3,1,1.0,7,1.0,2,3.0,1.0,1942.0,2.0,1,312,1.0,1.0,1.0,168,0,0,0,0,0,1.0,1.0,1.0,0,6,2007,1.0,1.0,146500
468,469,20,1.0,98.0,11428,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,8,5,2006,2006,1.0,1.0,1.0,1.0,3.0,248.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,1626,1626,1.0,1.0,1.0,1.0,1634,0,0,1634,0,0,2,0,3,1,1.0,7,1.0,1,3.0,1.0,2006.0,1.0,3,866,1.0,1.0,1.0,0,44,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,250000
469,470,60,1.0,76.0,9291,1.0,1.0,2.0,1.0,1.0,3.0,1.0,13.0,9.0,1.0,1.0,1.0,6,5,1993,1993,1.0,1.0,4.0,4.0,1.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426,1.0,0,406,832,1.0,1.0,1.0,1.0,832,878,0,1710,0,0,2,1,3,1,1.0,7,1.0,0,1.0,1.0,1993.0,1.0,2,506,1.0,1.0,1.0,144,70,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,187000
470,471,120,1.0,0.0,6820,1.0,1.0,2.0,1.0,1.0,3.0,1.0,19.0,1.0,1.0,4.0,2.0,8,5,1985,1985,1.0,1.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,368,2.0,1120,0,1488,1.0,3.0,1.0,1.0,1502,0,0,1502,1,0,1,1,1,1,1.0,4,1.0,0,1.0,1.0,1985.0,1.0,2,528,1.0,1.0,1.0,0,54,0,0,140,0,1.0,1.0,1.0,0,6,2010,1.0,1.0,212000
471,472,60,1.0,92.0,11952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,1.0,1.0,7,6,1977,1977,4.0,4.0,6.0,5.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0,1.0,0,808,808,1.0,3.0,1.0,1.0,1161,808,0,1969,0,0,2,1,3,1,2.0,8,1.0,1,3.0,1.0,1977.0,1.0,2,534,1.0,1.0,1.0,0,0,0,0,276,0,1.0,1.0,1.0,0,11,2007,1.0,1.0,190000
472,473,180,2.0,35.0,3675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,4.0,6.0,6,5,2005,2005,1.0,1.0,1.0,1.0,1.0,80.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,459,1.0,0,88,547,1.0,1.0,1.0,1.0,1072,0,0,1072,1,0,1,0,2,1,2.0,5,1.0,0,1.0,6.0,2005.0,1.0,2,525,1.0,1.0,1.0,0,28,0,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,148000
473,474,20,1.0,110.0,14977,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,8,5,2006,2007,1.0,1.0,1.0,1.0,1.0,304.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1350,1.0,0,626,1976,1.0,1.0,1.0,1.0,1976,0,0,1976,1,0,2,0,2,1,1.0,7,1.0,1,5.0,1.0,2006.0,1.0,3,908,1.0,1.0,1.0,250,63,0,0,0,0,1.0,1.0,1.0,0,7,2007,2.0,3.0,440000
474,475,120,1.0,41.0,5330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,4.0,2.0,8,5,2000,2000,1.0,1.0,7.0,7.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1196,1.0,0,298,1494,1.0,1.0,1.0,1.0,1652,0,0,1652,1,0,2,0,2,1,3.0,6,1.0,0,1.0,1.0,2000.0,1.0,2,499,1.0,1.0,1.0,96,48,0,0,0,0,1.0,1.0,1.0,0,8,2007,1.0,1.0,251000
